,total_loss,mAP
0,1.7008279691682893,0.5897435897435898
1,0.9473805763799464,0.7937219730941704
2,0.8311004799558578,0.5863636363636363
3,0.9154129087671754,0.771689497716895
4,0.7326995606452692,0.4954954954954955
5,0.701986402553739,0.6729857819905213
6,0.6837866676175326,0.6572769953051644
7,0.751970535342407,0.8703703703703703
8,0.7125315051327198,0.7685185185185185
9,0.7247155468426354,0.7064220183486238
10,0.7002600795275067,0.8341013824884793
11,0.684540172096822,0.8082191780821918
12,0.7384119284909685,1.0047169811320755
13,0.6644679435039871,0.6822429906542056
14,0.6321176070922229,0.8842592592592593
15,0.6810498660081066,0.8425925925925926
16,0.671763991988264,0.7772511848341233
17,0.658919514627778,0.7934272300469484
18,0.6891871126933256,0.9953051643192489
19,0.6830838534655049,1.0333333333333334
20,0.5724666236854683,0.6729857819905213
21,0.6679718537919689,0.8733031674208145
22,0.6703247000183911,0.9767441860465116
23,0.6313219068114995,0.8558139534883721
24,0.5939219582278746,1.0047619047619047
25,0.646719674806809,1.0092592592592593
26,0.671502329899813,0.9862385321100917
27,0.6560487374680815,1.0
28,0.6372363508411218,1.0358744394618835
29,0.6336381323926616,1.1527777777777777
30,0.6564425375498831,1.146919431279621
31,0.5733543854998424,0.9615384615384616
32,0.6604107235133415,1.2876712328767124
33,0.6529482292230386,1.4507042253521127
34,0.6039366488838277,1.192488262910798
35,0.6249169637431623,1.3055555555555556
36,0.5813272722665715,1.1382488479262673
37,0.5743037970771547,0.990521327014218
38,0.5444999356822519,1.1330275229357798
39,0.5992228310136125,1.3661971830985915
40,0.598788234003805,1.3380281690140845
41,0.6462663738281117,1.5555555555555556
42,0.570909531510988,1.3192488262910798
43,0.5866255636628921,1.4976958525345623
44,0.5635006659434294,1.4150943396226414
45,0.5978470936336089,1.6136363636363635
46,0.5720693724640296,1.485981308411215
47,0.5428238300443081,1.6428571428571428
48,0.5417105679155247,1.5613207547169812
49,0.5480734990660676,1.4790697674418605
50,0.5483227416697264,1.7476190476190476
51,0.5777050093583966,1.7746478873239437
52,0.5198590217582386,1.6476190476190475
53,0.5133402242589908,1.7511520737327189
54,0.516197746496673,1.5555555555555556
55,0.5691896759100201,2.0704225352112675
56,0.5287458729544778,1.819905213270142
57,0.48533421936544985,1.640552995391705
58,0.5079743198263713,1.9357798165137614
59,0.4755806011847653,1.5727699530516432
60,0.4997213956750511,1.6428571428571428
61,0.4906867329661827,2.0240384615384617
62,0.43201467308594144,1.6807511737089202
63,0.4692111265118546,1.7546296296296295
64,0.45210896711283566,1.8073394495412844
65,0.47967455720146973,1.8151658767772512
66,0.48662966262982993,1.9375
67,0.4563129862799542,1.8558139534883722
68,0.47136367493530085,2.2054794520547945
69,0.44769949301056833,1.8726415094339623
70,0.4568707596012246,1.8820754716981132
71,0.39973771229324484,1.819047619047619
72,0.43989319810611505,2.108490566037736
73,0.44700750835046055,1.9339622641509433
74,0.40821596813721045,1.9166666666666667
75,0.44345841075020875,2.353488372093023
76,0.4120532583032218,2.300469483568075
77,0.4289890650592929,2.4571428571428573
78,0.3909538000562361,1.6744186046511629
79,0.4025315573228616,1.7397260273972603
80,0.4190388615272968,2.25
81,0.39516537302097277,1.8443396226415094
82,0.3882973146786469,2.2850467289719627
83,0.3804848762856773,1.7685185185185186
84,0.38197036654767547,1.9433962264150944
85,0.3876913296819293,2.2890995260663507
86,0.36774833893732195,2.13953488372093
87,0.3525036594246967,2.066666666666667
88,0.35567130518063605,1.7837837837837838
89,0.39582040679248165,2.0187793427230045
90,0.3637311113741225,2.160377358490566
91,0.353664837735173,2.2651162790697676
92,0.36837529731869834,2.0825688073394497
93,0.35833984223707716,2.1244239631336406
94,0.3560572271942928,2.1826923076923075
95,0.33614627495096105,2.31924882629108
96,0.3198819494335868,1.91324200913242
97,0.3596105278660263,2.411483253588517
98,0.33820190065334826,2.392523364485981
99,0.30895861598424146,2.1943127962085307
100,0.3112668310541403,2.514018691588785
101,0.3234652398191896,2.0938967136150235
102,0.29213752749249633,1.8818181818181818
103,0.30313060919449186,2.0619047619047617
104,0.30940392179398485,2.4292452830188678
105,0.2876181762411707,2.0833333333333335
106,0.3248401835361091,2.3285714285714287
107,0.323127288628757,2.3285024154589373
108,0.29308998369540745,2.018348623853211
109,0.26745987570264673,2.1943127962085307
110,0.24050103674723922,2.018867924528302
111,0.2778199501415395,2.558139534883721
112,0.3203871424861058,2.2990654205607477
113,0.27840194922137584,2.1173708920187795
114,0.28421915638920864,2.607476635514019
115,0.29381087271307565,2.2314814814814814
116,0.26431438646327593,2.164319248826291
117,0.2895538155119107,2.30188679245283
118,0.3260816552735468,2.497584541062802
119,0.24975866093079563,2.518867924528302
120,0.2866110734144587,2.3891402714932126
121,0.27807959574285235,2.3317535545023698
122,0.2608091693686083,2.359447004608295
123,0.2430914589136168,2.457547169811321
124,0.26353534184136196,2.885321100917431
125,0.25816395418703497,2.3443396226415096
126,0.2890980544965851,2.75
127,0.2639287211855765,2.3087557603686637
128,0.28075454886147155,2.4093023255813955
129,0.21785098655797241,2.511737089201878
130,0.24461500112191742,2.311320754716981
131,0.24515683580715236,2.4074074074074074
132,0.2454126283602356,2.5231481481481484
133,0.22253259439767165,2.538812785388128
134,0.20948796334782854,2.735576923076923
135,0.24731272741778698,2.497716894977169
136,0.26198310905820676,2.3098591549295775
137,0.2538132959831137,2.6320754716981134
138,0.1950359737986043,2.4570135746606336
139,0.24487529126711466,2.789719626168224
140,0.20795660958579432,2.3588516746411483
141,0.24081009620084276,2.426605504587156
142,0.21245775547422452,2.76056338028169
143,0.223983156005019,2.7630331753554502
144,0.22692654188246564,2.6556603773584904
145,0.20312960575219094,2.453271028037383
146,0.208359141644461,2.5799086757990866
147,0.23711912415309144,2.967741935483871
148,0.19432852973847253,2.116279069767442
149,0.2192494159236158,2.7163461538461537
150,0.23330389311696315,2.4383561643835616
151,0.20671924147642584,2.761467889908257
152,0.22969148402405368,2.419047619047619
153,0.20880493342644213,2.7149532710280373
154,0.19404411974990324,2.4642857142857144
155,0.22219217713814088,2.677570093457944
156,0.18927175316686715,2.558139534883721
